id,timestamp,x,y,z
391682,0,-1665.491089,-1024.396973,13.027639
382466,0,-1641.333496,-1046.010132,13.311988
321538,0,-1646.880615,-1135.291992,13.017241
326914,0,-1674.772217,-1046.162231,13.037983
334594,0,-1647.783081,-1125.910034,18.341614
338946,0,-1737.665894,-1123.026855,12.510571
371458,0,-1952.534302,-1148.564941,1.289815
327682,0,-1719.754272,-1089.298706,13.063590
320770,0,-1721.997070,-1097.967773,13.077879
368642,0,-1615.228271,-1313.236206,-0.214817
356098,0,-1706.418701,-1145.387573,13.042297
383490,0,-1722.643188,-1011.581482,5.306035
345602,0,-1699.349731,-1053.211426,13.017286
334338,0,-1659.901489,-1121.780151,13.031024
359938,0,-1694.295044,-1069.641479,13.104154
380162,0,-1612.197144,-1076.112305,13.109454
376322,0,-1624.527222,-1206.789551,0.677783
335618,0,-1688.307129,-1101.271118,13.152227
390402,0,-1846.007446,-1178.683472,13.016958
369154,0,-1924.106201,-975.138428,0.358420
340482,0,-1735.481201,-1108.081909,13.062140
338178,0,-1778.377563,-1159.367554,13.017957
335874,0,-1924.106201,-975.138428,0.358420
385026,0,-1628.652710,-1052.441528,13.371927
375298,0,-1613.507324,-1048.574097,13.078405
380930,0,-1656.767456,-1037.210449,13.151926
381954,0,-1604.932007,-1087.791504,13.017526
330242,0,-1612.948364,-1069.731445,13.113469
337666,0,-1721.646851,-1012.451355,5.309354
384002,0,-1682.415771,-1166.640991,13.017509
382722,0,-1656.057007,-1001.546326,13.017753
351490,0,-1700.408447,-1150.245850,13.048157
321794,0,-1682.413452,-1105.149536,13.151731
352258,0,-1739.639648,-1030.234619,2.316479
355842,0,-1639.913818,-1127.033203,13.019661
376066,0,-1624.527222,-1206.789551,0.677783
376834,0,-1747.094727,-1015.762512,2.707158
346370,0,-1656.599487,-1002.199036,13.017751
379906,0,-1618.535156,-1081.131470,13.113377
331010,0,-1655.801025,-1037.425537,13.152395
352514,0,-1691.888306,-1045.457520,12.517728
370434,0,-1633.450684,-1050.327026,13.151846
294146,0,-1787.684814,-753.310974,76.411064
294402,0,-1787.684814,-753.310974,76.411064
390914,0,-1827.798828,-1232.692017,-100.000000
339458,0,-1665.019287,-1115.046143,13.077708
337154,0,-1728.777832,-1023.364441,3.973555
380674,0,-1672.986328,-1168.864380,13.017521
323330,0,-1621.769897,-1085.837402,12.547747
386306,0,-1768.930298,-1147.786743,13.062182
386050,0,-1783.071411,-1170.610596,13.017220
361474,0,-1652.825928,-1035.202393,13.152398
379394,0,-1633.273804,-1065.832642,13.152511
382210,0,-1614.084229,-1047.095215,13.077937
391170,0,-1661.039673,-1025.042358,13.017012
390658,0,-1816.604980,-1172.825195,13.016958
348162,0,-1669.673096,-1122.995483,13.061808
355074,0,-1705.768677,-1072.965088,13.109687
